file_name,extracted_name,label
autos _ 12_CSLvl1_1567412046753.wav,autos ,1
autos _ 12_CSLvl2_1567410599485.wav,autos ,1
autos _ 12_CSLvl2_1567410724223.wav,autos ,1
autos _ 12_CSLvl2_1567410846322.wav,autos ,1
autos _ 12_CSLvl2_1567410970907.wav,autos ,1
autos _ 12_CSLvl2_1567411093672.wav,autos ,1
autos _ 12_CSLvl2_1567411214671.wav,autos ,1
autos _ 12_CSLvl3_1567409668396.wav,autos ,1
autos _ 12_CSLvl3_1567409825840.wav,autos ,1
autos _ 12_CSLvl3_1567409959736.wav,autos ,1
autos _ 12_CSLvl3_1567410093231.wav,autos ,1
autos _ 12_CSLvl3_1567410223842.wav,autos ,1
autos _ 12_CSLvl3_1567410353126.wav,autos ,1
autos _ 13_CSLvl1_1567414575573.wav,autos ,1
autos _ 13_CSLvl1_1567414704198.wav,autos ,1
autos _ 13_CSLvl1_1567414827273.wav,autos ,1
autos _ 13_CSLvl1_1567414950244.wav,autos ,1
autos _ 13_CSLvl1_1567415075646.wav,autos ,1
autos _ 13_CSLvl1_1567415198631.wav,autos ,1
autos _ 13_CSLvl2_1567416357803.wav,autos ,1
autos _ 13_CSLvl2_1567416476620.wav,autos ,1
autos _ 13_CSLvl2_1567416608844.wav,autos ,1
autos _ 13_CSLvl2_1567416730888.wav,autos ,1
autos _ 13_CSLvl2_1567416854112.wav,autos ,1
autos _ 13_CSLvl2_1567416975148.wav,autos ,1
autos _ 13_CSLvl3_1567415448407.wav,autos ,1
autos _ 13_CSLvl3_1567415578493.wav,autos ,1
autos _ 13_CSLvl3_1567415704395.wav,autos ,1
autos _ 13_CSLvl3_1567415826031.wav,autos ,1
autos _ 13_CSLvl3_1567415950630.wav,autos ,1
autos _ 13_CSLvl3_1567416076379.wav,autos ,1
autos _ 14_CSLvl1_1567419796032.wav,autos ,1
autos _ 14_CSLvl1_1567419912406.wav,autos ,1
autos _ 14_CSLvl1_1567420022905.wav,autos ,1
autos _ 14_CSLvl1_1567420137602.wav,autos ,1
autos _ 14_CSLvl1_1567420250211.wav,autos ,1
autos _ 14_CSLvl1_1567420361292.wav,autos ,1
autos _ 14_CSLvl2_1567420611098.wav,autos ,1
autos _ 14_CSLvl2_1567420732933.wav,autos ,1
autos _ 14_CSLvl2_1567420854233.wav,autos ,1
autos _ 14_CSLvl2_1567420968761.wav,autos ,1
autos _ 14_CSLvl2_1567421089537.wav,autos ,1
autos _ 14_CSLvl2_1567421206828.wav,autos ,1
autos _ 14_CSLvl3_1567421419075.wav,autos ,1
autos _ 14_CSLvl3_1567421533288.wav,autos ,1
autos _ 14_CSLvl3_1567421643493.wav,autos ,1
autos _ 14_CSLvl3_1567421757291.wav,autos ,1
autos _ 14_CSLvl3_1567421872431.wav,autos ,1
autos _ 14_CSLvl3_1567421985820.wav,autos ,1
autos _ 1558259819600.wav,autos ,1
autos _ 1558262387899.wav,autos ,1
autos _ 1558869050272.wav,autos ,1
autos _ 1558869087225.wav,autos ,1
autos _ 1558869126014.wav,autos ,1
autos _ 1558869159178.wav,autos ,1
autos _ 1558869194199.wav,autos ,1
autos _ 1558869227128.wav,autos ,1
autos _ 1558869269312.wav,autos ,1
autos _ 1558869306476.wav,autos ,1
autos _ 1558869416535.wav,autos ,1
autos _ 1559234415616.wav,autos ,1
autos _ 1559234464121.wav,autos ,1
autos _ 1559234497368.wav,autos ,1
autos _ 1559234534178.wav,autos ,1
autos _ 1559234568825.wav,autos ,1
autos _ 1559234600722.wav,autos ,1
autos _ 1559234640344.wav,autos ,1
autos _ 1559234674616.wav,autos ,1
autos _ 1559234706684.wav,autos ,1
autos _ 1559234741471.wav,autos ,1
autos _ 1559259642346.wav,autos ,1
autos _ 1559259671845.wav,autos ,1
autos _ 1559259693741.wav,autos ,1
autos _ 1559259716258.wav,autos ,1
autos _ 1559259738466.wav,autos ,1
autos _ 1559259761153.wav,autos ,1
autos _ 1559259783875.wav,autos ,1
autos _ 1559259805965.wav,autos ,1
autos _ 1559259831057.wav,autos ,1
autos _ 1559259882766.wav,autos ,1
autos _ 1559295624658.wav,autos ,1
autos _ 1559295645988.wav,autos ,1
autos _ 1559295673157.wav,autos ,1
autos _ 1559295699678.wav,autos ,1
autos _ 1559295724928.wav,autos ,1
autos _ 1559295747508.wav,autos ,1
autos _ 1559295784150.wav,autos ,1
autos _ 1559295816319.wav,autos ,1
autos _ 1559295846993.wav,autos ,1
autos _ 1559295869781.wav,autos ,1
autos _ 1560601811204.wav,autos ,1
autos _ 1560601845081.wav,autos ,1
autos _ 1560601875743.wav,autos ,1
autos _ 1560601904919.wav,autos ,1
autos _ 1560601934059.wav,autos ,1
autos _ 1560601963955.wav,autos ,1
autos _ 1560601995290.wav,autos ,1
autos _ 1560602021529.wav,autos ,1
autos _ 1560602055697.wav,autos ,1
autos _ 1560602083816.wav,autos ,1
autos _ 1560602470089.wav,autos ,1
autos _ 1560602623597.wav,autos ,1
autos _ 1575461412399_1.wav,autos ,1
autos _ 1575461412399_10.wav,autos ,1
autos _ 1575461412399_100.wav,autos ,1
autos _ 1575461412399_101.wav,autos ,1
autos _ 1575461412399_102.wav,autos ,1
autos _ 1575461412399_103.wav,autos ,1
autos _ 1575461412399_104.wav,autos ,1
autos _ 1575461412399_105.wav,autos ,1
autos _ 1575461412399_106.wav,autos ,1
autos _ 1575461412399_107.wav,autos ,1
autos _ 1575461412399_108.wav,autos ,1
autos _ 1575461412399_109.wav,autos ,1
autos _ 1575461412399_11.wav,autos ,1
autos _ 1575461412399_110.wav,autos ,1
autos _ 1575461412399_111.wav,autos ,1
autos _ 1575461412399_112.wav,autos ,1
autos _ 1575461412399_113.wav,autos ,1
autos _ 1575461412399_114.wav,autos ,1
autos _ 1575461412399_115.wav,autos ,1
autos _ 1575461412399_116.wav,autos ,1
autos _ 1575461412399_117.wav,autos ,1
autos _ 1575461412399_118.wav,autos ,1
autos _ 1575461412399_119.wav,autos ,1
autos _ 1575461412399_12.wav,autos ,1
autos _ 1575461412399_120.wav,autos ,1
autos _ 1575461412399_121.wav,autos ,1
autos _ 1575461412399_122.wav,autos ,1
autos _ 1575461412399_123.wav,autos ,1
autos _ 1575461412399_124.wav,autos ,1
autos _ 1575461412399_125.wav,autos ,1
autos _ 1575461412399_126.wav,autos ,1
autos _ 1575461412399_127.wav,autos ,1
autos _ 1575461412399_128.wav,autos ,1
autos _ 1575461412399_129.wav,autos ,1
autos _ 1575461412399_13.wav,autos ,1
autos _ 1575461412399_130.wav,autos ,1
autos _ 1575461412399_131.wav,autos ,1
autos _ 1575461412399_132.wav,autos ,1
autos _ 1575461412399_133.wav,autos ,1
autos _ 1575461412399_134.wav,autos ,1
autos _ 1575461412399_135.wav,autos ,1
autos _ 1575461412399_136.wav,autos ,1
autos _ 1575461412399_137.wav,autos ,1
autos _ 1575461412399_138.wav,autos ,1
autos _ 1575461412399_139.wav,autos ,1
autos _ 1575461412399_14.wav,autos ,1
autos _ 1575461412399_140.wav,autos ,1
autos _ 1575461412399_141.wav,autos ,1
autos _ 1575461412399_142.wav,autos ,1
autos _ 1575461412399_143.wav,autos ,1
autos _ 1575461412399_144.wav,autos ,1
autos _ 1575461412399_145.wav,autos ,1
autos _ 1575461412399_146.wav,autos ,1
autos _ 1575461412399_147.wav,autos ,1
autos _ 1575461412399_148.wav,autos ,1
autos _ 1575461412399_149.wav,autos ,1
autos _ 1575461412399_15.wav,autos ,1
autos _ 1575461412399_150.wav,autos ,1
autos _ 1575461412399_151.wav,autos ,1
autos _ 1575461412399_152.wav,autos ,1
autos _ 1575461412399_153.wav,autos ,1
autos _ 1575461412399_154.wav,autos ,1
autos _ 1575461412399_155.wav,autos ,1
autos _ 1575461412399_156.wav,autos ,1
autos _ 1575461412399_157.wav,autos ,1
autos _ 1575461412399_158.wav,autos ,1
autos _ 1575461412399_159.wav,autos ,1
autos _ 1575461412399_16.wav,autos ,1
autos _ 1575461412399_160.wav,autos ,1
autos _ 1575461412399_161.wav,autos ,1
autos _ 1575461412399_162.wav,autos ,1
autos _ 1575461412399_163.wav,autos ,1
autos _ 1575461412399_164.wav,autos ,1
autos _ 1575461412399_165.wav,autos ,1
autos _ 1575461412399_166.wav,autos ,1
autos _ 1575461412399_167.wav,autos ,1
autos _ 1575461412399_168.wav,autos ,1
autos _ 1575461412399_169.wav,autos ,1
autos _ 1575461412399_17.wav,autos ,1
autos _ 1575461412399_170.wav,autos ,1
autos _ 1575461412399_171.wav,autos ,1
autos _ 1575461412399_172.wav,autos ,1
autos _ 1575461412399_173.wav,autos ,1
autos _ 1575461412399_174.wav,autos ,1
autos _ 1575461412399_175.wav,autos ,1
autos _ 1575461412399_176.wav,autos ,1
autos _ 1575461412399_177.wav,autos ,1
autos _ 1575461412399_178.wav,autos ,1
autos _ 1575461412399_179.wav,autos ,1
autos _ 1575461412399_18.wav,autos ,1
autos _ 1575461412399_180.wav,autos ,1
autos _ 1575461412399_181.wav,autos ,1
autos _ 1575461412399_182.wav,autos ,1
autos _ 1575461412399_183.wav,autos ,1
autos _ 1575461412399_184.wav,autos ,1
autos _ 1575461412399_185.wav,autos ,1
autos _ 1575461412399_186.wav,autos ,1
autos _ 1575461412399_187.wav,autos ,1
autos _ 1575461412399_188.wav,autos ,1
autos _ 1575461412399_189.wav,autos ,1
autos _ 1575461412399_19.wav,autos ,1
autos _ 1575461412399_190.wav,autos ,1
autos _ 1575461412399_191.wav,autos ,1
autos _ 1575461412399_192.wav,autos ,1
autos _ 1575461412399_193.wav,autos ,1
autos _ 1575461412399_194.wav,autos ,1
autos _ 1575461412399_195.wav,autos ,1
autos _ 1575461412399_196.wav,autos ,1
autos _ 1575461412399_197.wav,autos ,1
autos _ 1575461412399_198.wav,autos ,1
autos _ 1575461412399_199.wav,autos ,1
autos _ 1575461412399_2.wav,autos ,1
autos _ 1575461412399_20.wav,autos ,1
autos _ 1575461412399_200.wav,autos ,1
autos _ 1575461412399_201.wav,autos ,1
autos _ 1575461412399_202.wav,autos ,1
autos _ 1575461412399_203.wav,autos ,1
autos _ 1575461412399_204.wav,autos ,1
autos _ 1575461412399_205.wav,autos ,1
autos _ 1575461412399_206.wav,autos ,1
autos _ 1575461412399_207.wav,autos ,1
autos _ 1575461412399_21.wav,autos ,1
autos _ 1575461412399_22.wav,autos ,1
autos _ 1575461412399_23.wav,autos ,1
autos _ 1575461412399_24.wav,autos ,1
autos _ 1575461412399_25.wav,autos ,1
autos _ 1575461412399_26.wav,autos ,1
autos _ 1575461412399_27.wav,autos ,1
autos _ 1575461412399_28.wav,autos ,1
autos _ 1575461412399_29.wav,autos ,1
autos _ 1575461412399_3.wav,autos ,1
autos _ 1575461412399_30.wav,autos ,1
autos _ 1575461412399_31.wav,autos ,1
autos _ 1575461412399_32.wav,autos ,1
autos _ 1575461412399_33.wav,autos ,1
autos _ 1575461412399_34.wav,autos ,1
autos _ 1575461412399_35.wav,autos ,1
autos _ 1575461412399_36.wav,autos ,1
autos _ 1575461412399_37.wav,autos ,1
autos _ 1575461412399_38.wav,autos ,1
autos _ 1575461412399_39.wav,autos ,1
autos _ 1575461412399_4.wav,autos ,1
autos _ 1575461412399_40.wav,autos ,1
autos _ 1575461412399_41.wav,autos ,1
autos _ 1575461412399_42.wav,autos ,1
autos _ 1575461412399_43.wav,autos ,1
autos _ 1575461412399_44.wav,autos ,1
autos _ 1575461412399_45.wav,autos ,1
autos _ 1575461412399_46.wav,autos ,1
autos _ 1575461412399_47.wav,autos ,1
autos _ 1575461412399_48.wav,autos ,1
autos _ 1575461412399_49.wav,autos ,1
autos _ 1575461412399_5.wav,autos ,1
autos _ 1575461412399_50.wav,autos ,1
autos _ 1575461412399_51.wav,autos ,1
autos _ 1575461412399_52.wav,autos ,1
autos _ 1575461412399_53.wav,autos ,1
autos _ 1575461412399_54.wav,autos ,1
autos _ 1575461412399_55.wav,autos ,1
autos _ 1575461412399_56.wav,autos ,1
autos _ 1575461412399_57.wav,autos ,1
autos _ 1575461412399_58.wav,autos ,1
autos _ 1575461412399_59.wav,autos ,1
autos _ 1575461412399_6.wav,autos ,1
autos _ 1575461412399_60.wav,autos ,1
autos _ 1575461412399_61.wav,autos ,1
autos _ 1575461412399_62.wav,autos ,1
autos _ 1575461412399_63.wav,autos ,1
autos _ 1575461412399_64.wav,autos ,1
autos _ 1575461412399_65.wav,autos ,1
autos _ 1575461412399_66.wav,autos ,1
autos _ 1575461412399_67.wav,autos ,1
autos _ 1575461412399_68.wav,autos ,1
autos _ 1575461412399_69.wav,autos ,1
autos _ 1575461412399_7.wav,autos ,1
autos _ 1575461412399_70.wav,autos ,1
autos _ 1575461412399_71.wav,autos ,1
autos _ 1575461412399_72.wav,autos ,1
autos _ 1575461412399_73.wav,autos ,1
autos _ 1575461412399_74.wav,autos ,1
autos _ 1575461412399_75.wav,autos ,1
autos _ 1575461412399_76.wav,autos ,1
autos _ 1575461412399_77.wav,autos ,1
autos _ 1575461412399_78.wav,autos ,1
autos _ 1575461412399_79.wav,autos ,1
autos _ 1575461412399_8.wav,autos ,1
autos _ 1575461412399_80.wav,autos ,1
autos _ 1575461412399_81.wav,autos ,1
autos _ 1575461412399_82.wav,autos ,1
autos _ 1575461412399_83.wav,autos ,1
autos _ 1575461412399_84.wav,autos ,1
autos _ 1575461412399_85.wav,autos ,1
autos _ 1575461412399_86.wav,autos ,1
autos _ 1575461412399_87.wav,autos ,1
autos _ 1575461412399_88.wav,autos ,1
autos _ 1575461412399_89.wav,autos ,1
autos _ 1575461412399_9.wav,autos ,1
autos _ 1575461412399_90.wav,autos ,1
autos _ 1575461412399_91.wav,autos ,1
autos _ 1575461412399_92.wav,autos ,1
autos _ 1575461412399_93.wav,autos ,1
autos _ 1575461412399_94.wav,autos ,1
autos _ 1575461412399_95.wav,autos ,1
autos _ 1575461412399_96.wav,autos ,1
autos _ 1575461412399_97.wav,autos ,1
autos _ 1575461412399_98.wav,autos ,1
autos _ 1575461412399_99.wav,autos ,1
autos _ 15_CSLvl1_1567425557196.wav,autos ,1
autos _ 15_CSLvl1_1567425681387.wav,autos ,1
autos _ 15_CSLvl1_1567425801858.wav,autos ,1
autos _ 15_CSLvl1_1567425923958.wav,autos ,1
autos _ 15_CSLvl1_1567426043826.wav,autos ,1
autos _ 15_CSLvl1_1567426165386.wav,autos ,1
autos _ 15_CSLvl2_1567426395642.wav,autos ,1
autos _ 15_CSLvl2_1567426529689.wav,autos ,1
autos _ 15_CSLvl2_1567426656363.wav,autos ,1
autos _ 15_CSLvl2_1567426783280.wav,autos ,1
autos _ 15_CSLvl2_1567426906040.wav,autos ,1
autos _ 15_CSLvl2_1567427044629.wav,autos ,1
autos _ 15_CSLvl3_1567427290741.wav,autos ,1
autos _ 15_CSLvl3_1567427408652.wav,autos ,1
autos _ 15_CSLvl3_1567427524352.wav,autos ,1
autos _ 15_CSLvl3_1567427643652.wav,autos ,1
autos _ 15_CSLvl3_1567427766942.wav,autos ,1
autos _ 15_CSLvl3_1567427886325.wav,autos ,1
autos _ 16_CSLvl1_1567442554304.wav,autos ,1
autos _ 16_CSLvl1_1567442675904.wav,autos ,1
autos _ 16_CSLvl1_1567442794225.wav,autos ,1
autos _ 16_CSLvl1_1567442909809.wav,autos ,1
autos _ 16_CSLvl1_1567443023607.wav,autos ,1
autos _ 16_CSLvl1_1567443143647.wav,autos ,1
autos _ 16_CSLvl2_1567443363800.wav,autos ,1
autos _ 16_CSLvl2_1567443478327.wav,autos ,1
autos _ 16_CSLvl2_1567443594295.wav,autos ,1
autos _ 16_CSLvl2_1567443710168.wav,autos ,1
autos _ 16_CSLvl2_1567443825440.wav,autos ,1
autos _ 16_CSLvl2_1567443938913.wav,autos ,1
autos _ 16_CSLvl3_1567441682338.wav,autos ,1
autos _ 16_CSLvl3_1567441829344.wav,autos ,1
autos _ 16_CSLvl3_1567441949762.wav,autos ,1
autos _ 16_CSLvl3_1567442075873.wav,autos ,1
autos _ 16_CSLvl3_1567442200196.wav,autos ,1
autos _ 16_CSLvl3_1567442320382.wav,autos ,1
autos _ 17_CSLvl1_1567496821017.wav,autos ,1
autos _ 17_CSLvl1_1567496963719.wav,autos ,1
autos _ 17_CSLvl1_1567497079280.wav,autos ,1
autos _ 17_CSLvl1_1567497202298.wav,autos ,1
autos _ 17_CSLvl1_1567497323775.wav,autos ,1
autos _ 17_CSLvl1_1567497451298.wav,autos ,1
autos _ 17_CSLvl2_1567498575889.wav,autos ,1
autos _ 17_CSLvl2_1567498698524.wav,autos ,1
autos _ 17_CSLvl2_1567498815831.wav,autos ,1
autos _ 17_CSLvl2_1567498933335.wav,autos ,1
autos _ 17_CSLvl2_1567499046985.wav,autos ,1
autos _ 17_CSLvl2_1567499174216.wav,autos ,1
autos _ 17_CSLvl3_1567497686934.wav,autos ,1
autos _ 17_CSLvl3_1567497816912.wav,autos ,1
autos _ 17_CSLvl3_1567497936359.wav,autos ,1
autos _ 17_CSLvl3_1567498098746.wav,autos ,1
autos _ 17_CSLvl3_1567498232103.wav,autos ,1
autos _ 17_CSLvl3_1567498347277.wav,autos ,1
autos _ 18_CSLvl1_1567501217210.wav,autos ,1
autos _ 18_CSLvl1_1567501341318.wav,autos ,1
autos _ 18_CSLvl1_1567501461729.wav,autos ,1
autos _ 18_CSLvl1_1567501577483.wav,autos ,1
autos _ 18_CSLvl1_1567501693270.wav,autos ,1
autos _ 18_CSLvl1_1567501823318.wav,autos ,1
autos _ 18_CSLvl2_1567502043626.wav,autos ,1
autos _ 18_CSLvl2_1567502162658.wav,autos ,1
autos _ 18_CSLvl2_1567502290847.wav,autos ,1
autos _ 18_CSLvl2_1567502406126.wav,autos ,1
autos _ 18_CSLvl2_1567502521427.wav,autos ,1
autos _ 18_CSLvl2_1567502643370.wav,autos ,1
autos _ 18_CSLvl3_1567502868156.wav,autos ,1
autos _ 18_CSLvl3_1567502986062.wav,autos ,1
autos _ 18_CSLvl3_1567503102744.wav,autos ,1
autos _ 18_CSLvl3_1567503217322.wav,autos ,1
autos _ 18_CSLvl3_1567503337938.wav,autos ,1
autos _ 18_CSLvl3_1567503459460.wav,autos ,1
autos _ 19_CSLvl1_1567513062608.wav,autos ,1
autos _ 19_CSLvl1_1567513178977.wav,autos ,1
autos _ 19_CSLvl1_1567513293619.wav,autos ,1
autos _ 19_CSLvl1_1567513417763.wav,autos ,1
autos _ 19_CSLvl1_1567513540022.wav,autos ,1
autos _ 19_CSLvl1_1567513656213.wav,autos ,1
autos _ 19_CSLvl2_1567512252284.wav,autos ,1
autos _ 19_CSLvl2_1567512375723.wav,autos ,1
autos _ 19_CSLvl2_1567512490732.wav,autos ,1
autos _ 19_CSLvl2_1567512606896.wav,autos ,1
autos _ 19_CSLvl2_1567512729685.wav,autos ,1
autos _ 19_CSLvl2_1567512852137.wav,autos ,1
autos _ 19_CSLvl3_1567513866288.wav,autos ,1
autos _ 19_CSLvl3_1567513978099.wav,autos ,1
autos _ 19_CSLvl3_1567514093197.wav,autos ,1
autos _ 19_CSLvl3_1567514203762.wav,autos ,1
autos _ 19_CSLvl3_1567514314604.wav,autos ,1
autos _ 19_CSLvl3_1567514427036.wav,autos ,1
autos _ 1_CSLvl1_1566979242983.wav,autos ,1
autos _ 1_CSLvl1_1566979361680.wav,autos ,1
autos _ 1_CSLvl1_1566979480578.wav,autos ,1
autos _ 1_CSLvl1_1566979595690.wav,autos ,1
autos _ 1_CSLvl1_1566979707826.wav,autos ,1
autos _ 1_CSLvl1_1566979819787.wav,autos ,1
autos _ 1_CSLvl2_1566978365428.wav,autos ,1
autos _ 1_CSLvl2_1566978491084.wav,autos ,1
autos _ 1_CSLvl2_1566978615769.wav,autos ,1
autos _ 1_CSLvl2_1566978733454.wav,autos ,1
autos _ 1_CSLvl2_1566978853277.wav,autos ,1
autos _ 1_CSLvl2_1566978973524.wav,autos ,1
autos _ 1_CSLvl3_1566980042408.wav,autos ,1
autos _ 1_CSLvl3_1566980157617.wav,autos ,1
autos _ 1_CSLvl3_1566980277381.wav,autos ,1
autos _ 1_CSLvl3_1566980389690.wav,autos ,1
autos _ 1_CSLvl3_1566980504335.wav,autos ,1
autos _ 1_CSLvl3_1566980621470.wav,autos ,1
autos _ 20_CSLvl1_1567524181137.wav,autos ,1
autos _ 20_CSLvl1_1567524289467.wav,autos ,1
autos _ 20_CSLvl1_1567524401014.wav,autos ,1
autos _ 20_CSLvl1_1567524510758.wav,autos ,1
autos _ 20_CSLvl1_1567524622670.wav,autos ,1
autos _ 20_CSLvl1_1567524736383.wav,autos ,1
autos _ 20_CSLvl2_1567523411528.wav,autos ,1
autos _ 20_CSLvl2_1567523522111.wav,autos ,1
autos _ 20_CSLvl2_1567523636139.wav,autos ,1
autos _ 20_CSLvl2_1567523748312.wav,autos ,1
autos _ 20_CSLvl2_1567523863246.wav,autos ,1
autos _ 20_CSLvl2_1567523975693.wav,autos ,1
autos _ 20_CSLvl3_1567522582101.wav,autos ,1
autos _ 20_CSLvl3_1567522706256.wav,autos ,1
autos _ 20_CSLvl3_1567522817602.wav,autos ,1
autos _ 20_CSLvl3_1567522929463.wav,autos ,1
autos _ 20_CSLvl3_1567523040382.wav,autos ,1
autos _ 20_CSLvl3_1567523153291.wav,autos ,1
autos _ 21_CSLvl1_1567584347300.wav,autos ,1
autos _ 21_CSLvl1_1567584461359.wav,autos ,1
autos _ 21_CSLvl1_1567584573981.wav,autos ,1
autos _ 21_CSLvl1_1567584692692.wav,autos ,1
autos _ 21_CSLvl1_1567584814061.wav,autos ,1
autos _ 21_CSLvl1_1567584926862.wav,autos ,1
autos _ 21_CSLvl2_1567582701010.wav,autos ,1
autos _ 21_CSLvl2_1567582838115.wav,autos ,1
autos _ 21_CSLvl2_1567582961622.wav,autos ,1
autos _ 21_CSLvl2_1567583077632.wav,autos ,1
autos _ 21_CSLvl2_1567583202627.wav,autos ,1
autos _ 21_CSLvl2_1567583325802.wav,autos ,1
autos _ 21_CSLvl3_1567583540714.wav,autos ,1
autos _ 21_CSLvl3_1567583658145.wav,autos ,1
autos _ 21_CSLvl3_1567583775943.wav,autos ,1
autos _ 21_CSLvl3_1567583890664.wav,autos ,1
autos _ 21_CSLvl3_1567584005153.wav,autos ,1
autos _ 21_CSLvl3_1567584122310.wav,autos ,1
autos _ 22_CSLvl1_1567588826686.wav,autos ,1
autos _ 22_CSLvl1_1567588942447.wav,autos ,1
autos _ 22_CSLvl1_1567589063608.wav,autos ,1
autos _ 22_CSLvl1_1567589186447.wav,autos ,1
autos _ 22_CSLvl1_1567589303437.wav,autos ,1
autos _ 22_CSLvl1_1567589422867.wav,autos ,1
autos _ 22_CSLvl2_1567589623416.wav,autos ,1
autos _ 22_CSLvl2_1567589760464.wav,autos ,1
autos _ 22_CSLvl2_1567589937524.wav,autos ,1
autos _ 22_CSLvl2_1567590069804.wav,autos ,1
autos _ 22_CSLvl2_1567590203634.wav,autos ,1
autos _ 22_CSLvl2_1567590340745.wav,autos ,1
autos _ 22_CSLvl3_1567587840836.wav,autos ,1
autos _ 22_CSLvl3_1567587983463.wav,autos ,1
autos _ 22_CSLvl3_1567588121417.wav,autos ,1
autos _ 22_CSLvl3_1567588260418.wav,autos ,1
autos _ 22_CSLvl3_1567588419695.wav,autos ,1
autos _ 22_CSLvl3_1567588567333.wav,autos ,1
autos _ 23_CSLvl1_1567593841139.wav,autos ,1
autos _ 23_CSLvl1_1567593953255.wav,autos ,1
autos _ 23_CSLvl1_1567594062543.wav,autos ,1
autos _ 23_CSLvl1_1567594174340.wav,autos ,1
autos _ 23_CSLvl1_1567594285071.wav,autos ,1
autos _ 23_CSLvl1_1567594399036.wav,autos ,1
autos _ 23_CSLvl2_1567592256649.wav,autos ,1
autos _ 23_CSLvl2_1567592369435.wav,autos ,1
autos _ 23_CSLvl2_1567592481584.wav,autos ,1
autos _ 23_CSLvl2_1567592591534.wav,autos ,1
autos _ 23_CSLvl2_1567592705005.wav,autos ,1
autos _ 23_CSLvl2_1567592822948.wav,autos ,1
autos _ 23_CSLvl3_1567593049153.wav,autos ,1
autos _ 23_CSLvl3_1567593159887.wav,autos ,1
autos _ 23_CSLvl3_1567593275208.wav,autos ,1
autos _ 23_CSLvl3_1567593388408.wav,autos ,1
autos _ 23_CSLvl3_1567593501003.wav,autos ,1
autos _ 23_CSLvl3_1567593610868.wav,autos ,1
autos _ 24_CSLvl1_1567772321195.wav,autos ,1
autos _ 24_CSLvl1_1567772427017.wav,autos ,1
autos _ 24_CSLvl1_1567772536478.wav,autos ,1
autos _ 24_CSLvl1_1567772651797.wav,autos ,1
autos _ 24_CSLvl1_1567772761816.wav,autos ,1
autos _ 24_CSLvl1_1567772874893.wav,autos ,1
autos _ 24_CSLvl2_1567773118135.wav,autos ,1
autos _ 24_CSLvl2_1567773229262.wav,autos ,1
autos _ 24_CSLvl2_1567773344142.wav,autos ,1
autos _ 24_CSLvl2_1567773459138.wav,autos ,1
autos _ 24_CSLvl2_1567773568243.wav,autos ,1
autos _ 24_CSLvl2_1567773680568.wav,autos ,1
autos _ 24_CSLvl3_1567771453631.wav,autos ,1
autos _ 24_CSLvl3_1567771568458.wav,autos ,1
autos _ 24_CSLvl3_1567771697341.wav,autos ,1
autos _ 24_CSLvl3_1567771813719.wav,autos ,1
autos _ 24_CSLvl3_1567771925652.wav,autos ,1
autos _ 24_CSLvl3_1567772039526.wav,autos ,1
